event_id,investigation_type,event_date,location,country,injury_severity,aircraft_damage,aircraft_category,make,model,amateur_built,number_of_engines,engine_type,purpose_of_flight,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,state_code,US_State,Abbreviation
20020917X02423,Accident,1982-01-06,"ROLLA, MO",United States,Non-Fatal,Substantial,Airplane,Cessna,340,Yes,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,3.0,VMC,Approach,MO,Missouri,MO
20020917X02289,Accident,1982-01-10,"UPLAND, CA",United States,Non-Fatal,Substantial,Airplane,Quickie,1,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,CA,California,CA
20020917X02306,Accident,1982-01-17,"MOJAVE, CA",United States,Fatal(1),Destroyed,Airplane,Bede Aircraft,BD-5B,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,CA,California,CA
20020917X02296,Accident,1982-01-19,"KINGMAN, AZ",United States,Non-Fatal,Substantial,Airplane,Beachner,QUICK SILVER,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Climb,AZ,Arizona,AZ
20020917X01762,Accident,1982-01-21,"NEW ALBANY, MS",United States,Fatal(1),Destroyed,Airplane,Grumman,AA-1,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Takeoff,MS,Mississippi,MS
20020917X01782,Accident,1982-01-21,"SHELL LAKE, WI",United States,Non-Fatal,Substantial,Airplane,Mooney,M-20,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Takeoff,WI,Wisconsin,WI
20020917X02307,Accident,1982-01-22,"LANCASTER, CA",United States,Fatal(2),Destroyed,Airplane,Sons Mustang,II,Yes,1.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,Unknown,CA,California,CA
20020917X02261,Accident,1982-01-27,"LAGUNITAS, CA",United States,Fatal(1),Destroyed,Helicopter,Bell,UH1B,Yes,1.0,Turbo Shaft,Unknown,1.0,0.0,0.0,0.0,VMC,Maneuvering,CA,California,CA
20020917X02165,Accident,1982-01-28,"FOWLER, CA",United States,Non-Fatal,Substantial,Airplane,Mooney,M20C,Yes,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,CA,California,CA
20020917X01963,Accident,1982-02-02,"WEST JORDAN, UT",United States,Non-Fatal,Substantial,Airplane,Smith Miniplane,BK-1,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,UT,Utah,UT
20020917X01665,Accident,1982-02-05,"LUVERNE, AL",United States,Non-Fatal,Substantial,Airplane,Cessna,T210L,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Climb,AL,Alabama,AL
20020917X02284,Accident,1982-02-07,"KALAUPAPA, HI",United States,Non-Fatal,Destroyed,Airplane,Piper,PA-28-140,Yes,1.0,Reciprocating,Personal,0.0,4.0,0.0,0.0,VMC,Landing,HI,Hawaii,HI
20020917X02326,Accident,1982-02-20,"MORGAN HILL, CA",United States,Non-Fatal,Destroyed,Airplane,Pitts,51,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Maneuvering,CA,California,CA
20020917X02126,Accident,1982-02-20,"FORT SUMNER, NM",United States,Fatal(2),Destroyed,Airplane,Cessna,182Q,Yes,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Maneuvering,NM,New Mexico,NM
20020917X01821,Accident,1982-02-26,"MANCHESTER, MI",United States,Non-Fatal,Substantial,Airplane,Cessna,150,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,MI,Michigan,MI
20020917X01672,Accident,1982-03-01,"LAUREL, MS",United States,Non-Fatal,Destroyed,Airplane,Homebuilt,PDQ-2,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Taxi,MS,Mississippi,MS
20020917X02036,Accident,1982-03-08,"HEMPSTEAD, TX",United States,Non-Fatal,Substantial,Glider,Schreder,RS-15,Yes,0.0,Unknown,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,TX,Texas,TX
20020917X02302,Accident,1982-03-10,"TUCSON, AZ",United States,Non-Fatal,Substantial,Airplane,Hatz,CB-1,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,AZ,Arizona,AZ
20020917X02541,Accident,1982-03-11,"BLOOMFIELD, CT",United States,Fatal(1),Destroyed,Airplane,Cessna,T337C,Yes,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Approach,CT,Connecticut,CT
20020917X02417,Accident,1982-03-13,"TARPON SPRINGS, FL",United States,Non-Fatal,Destroyed,Airplane,Crook,M-1,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Climb,FL,Florida,FL
20020917X02154,Accident,1982-03-13,"GLENDALE, AZ",United States,Fatal(6),Destroyed,Airplane,American Yankee,AA-1,Yes,1.0,Reciprocating,Personal,6.0,0.0,0.0,0.0,UNK,Cruise,AZ,Arizona,AZ
20020917X02041,Accident,1982-03-13,"GRAND PRAIRIE, TX",United States,Non-Fatal,Substantial,Airplane,Colonial,C-1,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,TX,Texas,TX
20020917X01761,Accident,1982-03-18,"KNIGHTDALE, NC",United States,Fatal(2),Destroyed,Airplane,Bede Aircraft,BD-4,Yes,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Approach,NC,North Carolina,NC
20020917X02322,Accident,1982-03-19,"FOLSOM, CA",United States,Non-Fatal,Destroyed,Airplane,Cessna,182,Yes,1.0,Reciprocating,Personal,0.0,3.0,2.0,0.0,VMC,Cruise,CA,California,CA
20020917X02407,Accident,1982-03-20,"MINNEOLA, FL",United States,Fatal(1),Destroyed,Gyrocraft,Benson,B-8M,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Cruise,FL,Florida,FL
20020917X01763,Accident,1982-03-20,"GREENFIELD, TN",United States,Fatal(1),Destroyed,Airplane,Cessna,172N,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,TN,Tennessee,TN
20020917X02376,Accident,1982-03-20,"BROOKSVILLE, FL",United States,Non-Fatal,Substantial,Airplane,Mckinley Eaa,P-2 BIPLANE,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,FL,Florida,FL
20020917X02047,Accident,1982-03-20,"EL PASO, TX",United States,Non-Fatal,Substantial,Glider,Airmate,HP-10,Yes,0.0,Unknown,Personal,0.0,0.0,1.0,0.0,VMC,Climb,TX,Texas,TX
20020917X02310,Accident,1982-03-22,"OXNARD, CA",United States,Fatal(1),Destroyed,Airplane,Cessna,150M,Yes,1.0,Reciprocating,Instructional,1.0,0.0,0.0,0.0,VMC,Approach,CA,California,CA
20020917X01691,Accident,1982-03-24,"RUSSELLVILLE, KY",United States,Non-Fatal,Substantial,Airplane,Cessna,152,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,KY,Kentucky,KY
20020917X02614,Accident,1982-03-25,"JEROME, ID",United States,Non-Fatal,Destroyed,Helicopter,Rotorway,SCORPION TOO,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Taxi,ID,Idaho,ID
20020917X02292,Accident,1982-03-27,"RIALTO, CA",United States,Non-Fatal,Substantial,Glider,Fournier Aviation,RF4D,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Maneuvering,CA,California,CA
20020917X02597,Accident,1982-03-29,"CAMAS, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,150H,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,WA,Washington,WA
20020917X01693,Accident,1982-04-01,"HAZLEHURST, GA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,Yes,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,GA,Georgia,GA
20020917X02456,Accident,1982-04-02,"HEBRON, NE",United States,Non-Fatal,Substantial,Airplane,Cessna,205,Yes,1.0,Reciprocating,Business,0.0,0.0,1.0,0.0,VMC,Taxi,NE,Nebraska,NE
20020917X02060,Accident,1982-04-08,"HEREFORD, TX",United States,Non-Fatal,Substantial,Airplane,Beech,C-18S,Yes,2.0,Reciprocating,Personal,0.0,0.0,0.0,9.0,VMC,Cruise,TX,Texas,TX
20020917X02090,Accident,1982-04-09,"BARTLESVILLE, OK",United States,Non-Fatal,Destroyed,Airplane,Jurca,3/4 SPITFIRE,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,OK,Oklahoma,OK
20020917X02469,Accident,1982-04-11,"GRAIN VALLEY, MO",United States,Non-Fatal,Substantial,Airplane,Martin-pitts,S1S,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Approach,MO,Missouri,MO
20020917X02458,Accident,1982-04-14,"WENTZVILLE, MO",United States,Non-Fatal,Substantial,Airplane,Cessna,177,Yes,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC,Landing,MO,Missouri,MO
20020917X01860,Accident,1982-04-14,"PLYMOUTH, MI",United States,Non-Fatal,Substantial,Airplane,Rand,K.R.1,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,MI,Michigan,MI
20020917X02320,Accident,1982-04-15,"CONCORD, CA",United States,Non-Fatal,Substantial,Airplane,Rutan,VARIEZE,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,CA,California,CA
20020917X02607,Accident,1982-04-16,"ATHOL, ID",United States,Non-Fatal,Substantial,Airplane,Evans Aircraft,VP2,Yes,1.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,Approach,ID,Idaho,ID
20020917X02324,Accident,1982-04-18,"CHICAGO PARK, CA",United States,Fatal(1),Destroyed,Airplane,Smith,MINIPLANE DSA-1,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,CA,California,CA
20020917X02118,Accident,1982-04-18,"CLARKSVILLE, AR",United States,Non-Fatal,Destroyed,Airplane,Stampe Renard,SV4B,Yes,1.0,Reciprocating,Unknown,0.0,1.0,1.0,0.0,VMC,Landing,AR,Arkansas,AR
20020917X02078,Accident,1982-04-18,"LIBERTY HILL, TX",United States,Non-Fatal,Substantial,Airplane,Evans Aircraft,VP-1,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,TX,Texas,TX
20020917X02085,Accident,1982-04-22,"CARLSBAD, NM",United States,Non-Fatal,Substantial,Airplane,Tailwind,A-M-1,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,NM,New Mexico,NM
20020917X02569,Accident,1982-04-23,"WARREN, VT",United States,Non-Fatal,Substantial,Airplane,Aerotek-pitts,S-2A,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,VT,Vermont,VT
20020917X01868,Accident,1982-04-24,"COLUMBUS, OH",United States,Non-Fatal,Substantial,Airplane,Hartman,KR-II,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,OH,Ohio,OH
20020917X02561,Accident,1982-04-25,"LAGRANGE, NY",United States,Fatal(1),Destroyed,Airplane,Spezio,SPORT DAL-1,Yes,1.0,Reciprocating,Unknown,1.0,1.0,0.0,0.0,VMC,Maneuvering,NY,New York,NY
20020917X02086,Accident,1982-04-25,"SLATON, TX",United States,Non-Fatal,Destroyed,Airplane,Rand,KR-1 CATFISH,Yes,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,TX,Texas,TX
20020917X01892,Accident,1982-04-25,"SEBRING, OH",United States,Fatal(2),Destroyed,Airplane,Dauntless,D52,Yes,1.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,Maneuvering,OH,Ohio,OH
20020917X02461,Accident,1982-04-25,"AMES, IA",United States,Non-Fatal,Substantial,Airplane,Homebuilt,MUSTANG II,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,IA,Iowa,IA
20020917X02396,Accident,1982-04-27,"DELAND, FL",United States,Fatal(1),Substantial,Glider,Raz-mut,440A,Yes,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,Takeoff,FL,Florida,FL
20020917X02554,Accident,1982-04-29,"LANCASTER, PA",United States,Non-Fatal,Substantial,Airplane,Christian,EAGLE II,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,PA,Pennsylvania,PA
20020917X01878,Accident,1982-04-30,"BATAVIA, OH",United States,Non-Fatal,Substantial,Gyrocraft,Benson,BM8,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,OH,Ohio,OH
20020917X02900,Accident,1982-05-01,"PENDLETON, IN",United States,Non-Fatal,Destroyed,Airplane,Mong Sport,MS-1,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Approach,IN,Indiana,IN
20020917X03871,Accident,1982-05-02,"ADEL, IA",United States,Fatal(1),Destroyed,Airplane,Starfire,JRF,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Landing,IA,Iowa,IA
20020917X03716,Accident,1982-05-02,"LAKEPORT, CA",United States,Non-Fatal,Substantial,Airplane,Osprey,2,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Approach,CA,California,CA
20020917X02870,Accident,1982-05-02,"STATESVILLE, NC",United States,Fatal(1),Substantial,Airplane,Hudson,2-2-2E,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,NC,North Carolina,NC
20020917X03711,Accident,1982-05-07,"FREMONT, CA",United States,Non-Fatal,Substantial,Helicopter,Scorpion,133,Yes,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Maneuvering,CA,California,CA
20020917X03793,Accident,1982-05-08,"WALDEN, MO",United States,Non-Fatal,Substantial,Airplane,Taylor,MONOPLANE,Yes,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,MO,Missouri,MO
20020917X03647,Accident,1982-05-10,"MORMAN LAKE, AZ",United States,Fatal(2),Destroyed,Airplane,Cessna,172,Yes,1.0,Reciprocating,Personal,2.0,2.0,0.0,0.0,UNK,Cruise,AZ,Arizona,AZ
20020917X04012,Accident,1982-05-10,"HAZELTON, PA",United States,Non-Fatal,Substantial,Glider,Bryan,HP-18,Yes,0.0,Unknown,Personal,0.0,0.0,0.0,1.0,VMC,Landing,PA,Pennsylvania,PA
20020917X03444,Accident,1982-05-12,"CARLSBAD, NM",United States,Fatal(2),Destroyed,Airplane,Gulfstream American,980(695),Yes,2.0,Turbo Prop,Unknown,2.0,0.0,0.0,0.0,VMC,Takeoff,NM,New Mexico,NM
20020917X02914,Accident,1982-05-13,"MUSKEGON, MI",United States,Non-Fatal,Substantial,Airplane,Volmer Aircraft,AMPHIBIAN,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,MI,Michigan,MI
20020917X04169,Accident,1982-05-14,"WALLA WALLA, WA",United States,Fatal(3),Destroyed,Airplane,Beechcraft,S35,Yes,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Cruise,WA,Washington,WA
20020917X03261,Accident,1982-05-15,"SEBASTIAN, TX",United States,Non-Fatal,Destroyed,Airplane,Nash Cassutt Racer,111M,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,TX,Texas,TX
20020917X02920,Accident,1982-05-15,"PENDLETON, IN",United States,Non-Fatal,Substantial,Airplane,Playmate,SA11A,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Cruise,IN,Indiana,IN
20020917X02922,Accident,1982-05-16,"MIDDLEFIELD, OH",United States,Non-Fatal,Substantial,Airplane,Oldfield,BABY LAKES,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,OH,Ohio,OH
20020917X03809,Accident,1982-05-19,"KANSAS CITY, MO",United States,Non-Fatal,Substantial,Airplane,Homebuilt,QUICKIE 2,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,MO,Missouri,MO
20020917X04082,Accident,1982-05-20,"COVE, OR",United States,Non-Fatal,Substantial,Airplane,Cessna,182QII,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,OR,Oregon,OR
20020917X03641,Accident,1982-05-22,"YERINGTON, NV",United States,Fatal(1),Destroyed,Glider,Broyill-cowan-murray,BG12B,Yes,0.0,Unknown,Unknown,1.0,0.0,0.0,0.0,VMC,Maneuvering,NV,Nevada,NV
20020917X02834,Accident,1982-05-27,"OAKWOOD, VA",United States,Fatal(3),Destroyed,Helicopter,Bell,206B,Yes,1.0,Turbo Shaft,Business,3.0,0.0,0.0,0.0,VMC,Cruise,VA,Virginia,VA
20020917X03231,Accident,1982-05-28,"OGDEN, UT",United States,Non-Fatal,Substantial,Airplane,Quickie,RISE,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,UT,Utah,UT
20020917X03089,Accident,1982-05-30,"MARENGO, IL",United States,Non-Fatal,Substantial,Airplane,Swanson,SSW-DTV,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,IL,Illinois,IL
20020917X02854,Accident,1982-05-30,"RADFORD, VA",United States,Non-Fatal,Substantial,Airplane,Mignet,HM293,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Maneuvering,VA,Virginia,VA
20020917X04151,Accident,1982-05-31,"SEQUIM BAY, WA",United States,Fatal(1),Destroyed,Airplane,Starduster,TOO SA300,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,WA,Washington,WA
20020917X03553,Accident,1982-06-02,"SANTA CRUZ, CA",United States,Non-Fatal,Unknown,Airplane,Pitts,S-1 (BARTOE/SKYOTE),Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,CA,California,CA
20020917X03092,Accident,1982-06-03,"STILLWATER, MN",United States,Non-Fatal,Substantial,Glider,Hardie,TERN II,Yes,0.0,Unknown,Personal,0.0,0.0,0.0,1.0,VMC,Landing,MN,Minnesota,MN
20020917X03873,Accident,1982-06-04,"WICHITA, KS",United States,Non-Fatal,Substantial,Airplane,Beech,65-90,Yes,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,3.0,VMC,Takeoff,KS,Kansas,KS
20020917X03712,Accident,1982-06-05,"LIVERMORE, CA",United States,Fatal(1),Destroyed,Airplane,Savage,SKYBOLT,Yes,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Unknown,CA,California,CA
20020917X03202,Accident,1982-06-05,"WOLF CREEK, MT",United States,Non-Fatal,Substantial,Airplane,Starke,KR-2,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Maneuvering,MT,Montana,MT
20020917X04172,Accident,1982-06-06,"UNION, OR",United States,Fatal(2),Destroyed,Airplane,Mccall,KR-2,Yes,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Cruise,OR,Oregon,OR
20020917X03930,Accident,1982-06-08,"PERKASIE, PA",United States,Non-Fatal,Substantial,Airplane,Cessna,150M,Yes,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,PA,Pennsylvania,PA
20020917X02761,Accident,1982-06-10,"PARSONS, TN",United States,Non-Fatal,Substantial,Gyrocraft,Bensen,B-8M,Yes,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,TN,Tennessee,TN
20020917X04047,Accident,1982-06-11,"MIDDLETOWN, DE",United States,Non-Fatal,Substantial,Airplane,Gregg,KR-2,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Approach,DE,Delaware,DE
20020917X03067,Accident,1982-06-12,"CEDAR, MN",United States,Fatal(1),Destroyed,Airplane,Mcclary,MONG SPORT,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,MN,Minnesota,MN
20020917X02949,Accident,1982-06-12,"PULASKI, WI",United States,Non-Fatal,Destroyed,Airplane,Volmer Aircraft,SPORTSMAN,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,WI,Wisconsin,WI
20020917X04046,Accident,1982-06-12,"MILLVILLE, NJ",United States,Non-Fatal,Substantial,Airplane,Midget,MUSTANG,Yes,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Landing,NJ,New Jersey,NJ
20020917X03309,Accident,1982-06-17,"GRAHAM, TX",United States,Non-Fatal,Destroyed,Airplane,Southern Airmotive Corp Sac,SAC,Yes,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,Takeoff,TX,Texas,TX
20020917X03661,Accident,1982-06-18,"FRESNO, CA",United States,Non-Fatal,Destroyed,Airplane,Beech,H-18,Yes,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,CA,California,CA
20020917X03093,Accident,1982-06-19,"MAPLE PLAIN, MN",United States,Non-Fatal,Destroyed,Gyrocraft,Barrett,BG-5,Yes,1.0,Reciprocating,Instructional,0.0,1.0,0.0,0.0,VMC,Approach,MN,Minnesota,MN
20020917X03789,Accident,1982-06-20,"BROOKSVILLE, FL",United States,Non-Fatal,Minor,Glider,Schweizer,2-33A,Yes,0.0,Unknown,Personal,0.0,1.0,0.0,1.0,VMC,Landing,FL,Florida,FL
20020917X02960,Accident,1982-06-20,"DELAWARE, OH",United States,Non-Fatal,Substantial,Airplane,Peter Clark,SUPER ACRO CUB,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Cruise,OH,Ohio,OH
20020917X04055,Accident,1982-06-22,"LINCOLN, RI",United States,Fatal(1),Destroyed,Airplane,Davis,DA-2A,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Cruise,RI,Rhode Island,RI
20020917X03054,Accident,1982-06-26,"HAMILTON, OH",United States,Non-Fatal,Substantial,Gyrocraft,Benson,B8M,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Takeoff,OH,Ohio,OH
20020917X03103,Accident,1982-06-27,"NEAR LARGO, MD",United States,Fatal(1),Destroyed,Ultralight,Pterodactyl,ASCENDER,Yes,1.0,Reciprocating,Instructional,1.0,0.0,0.0,0.0,VMC,Descent,MD,Maryland,MD
20020917X04103,Accident,1982-06-27,"KENNEWICK, WA",United States,Non-Fatal,Substantial,Gyrocraft,Bensen,B-8M,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Maneuvering,WA,Washington,WA
20020917X02966,Accident,1982-07-01,"GRAND HAVEN, MI",United States,Non-Fatal,Substantial,Airplane,Clancy,SKYBABY,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,MI,Michigan,MI
20020917X03709,Accident,1982-07-02,"MOJAVE, CA",United States,Fatal(1),Destroyed,Airplane,Quickie,QAC-1,Yes,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,Approach,CA,California,CA
20020917X03706,Accident,1982-07-03,"FALLBROOK, CA",United States,Fatal(1),Destroyed,Airplane,Pitts,S1-S,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Takeoff,CA,California,CA
20020917X03075,Accident,1982-07-04,"KANKAKEE, IL",United States,Fatal(1),Destroyed,Helicopter,Goans,G-5,Yes,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,Approach,IL,Illinois,IL
20020917X03719,Accident,1982-07-06,"PLACERVILLE, CA",United States,Fatal(1),Destroyed,Airplane,Miller,TUFTS T-3-160,Yes,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,Takeoff,CA,California,CA
20020917X04108,Accident,1982-07-08,"BELLINGHAM, WA",United States,Non-Fatal,Substantial,Airplane,Coot,AMPHIBIAN,Yes,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,WA,Washington,WA
20020917X04058,Accident,1982-07-09,"ANDOVER, MA",United States,Non-Fatal,Substantial,Airplane,Breezy,RL4-1,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,MA,Massachusetts,MA
20020917X02687,Accident,1982-07-09,"NINILCHIK, AK",United States,Non-Fatal,Substantial,Airplane,Junior Ace,D,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Approach,AK,Alaska,AK
20020917X04023,Accident,1982-07-14,"CROSS FORK, PA",United States,Fatal(4),Destroyed,Airplane,Cessna,177RG,Yes,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,Cruise,PA,Pennsylvania,PA
20020917X03586,Accident,1982-07-16,"CHOWCHILLA, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,150L,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,CA,California,CA
20020917X04118,Accident,1982-07-17,"BATTLEGROUND, WA",United States,Non-Fatal,Substantial,Airplane,Mong,SPORT 1,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,WA,Washington,WA
20020917X03679,Accident,1982-07-17,"LAKE ISABELLA, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,150M,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Unknown,CA,California,CA
20020917X03077,Accident,1982-07-18,"PINE VALLEY TOW, WI",United States,Fatal(2),Destroyed,Airplane,Aeronca,7AC,Yes,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Maneuvering,WI,Wisconsin,WI
20020917X02856,Accident,1982-07-18,"LEWISTON, VA",United States,Non-Fatal,Destroyed,Airplane,Volmer Aircraft,VJ-22,Yes,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,Cruise,VA,Virginia,VA
20020917X03891,Accident,1982-07-20,"ROSE HILL, KS",United States,Fatal(1),Destroyed,Airplane,Cessna,152,Yes,1.0,Reciprocating,Instructional,1.0,0.0,0.0,0.0,VMC,Maneuvering,KS,Kansas,KS
20020917X03233,Accident,1982-07-20,"OGDEN, UT",United States,Non-Fatal,Destroyed,Airplane,Osprey,II,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Takeoff,UT,Utah,UT
20020917X02873,Accident,1982-07-20,"GREENSBORO, NC",United States,Fatal(1),Substantial,Airplane,Evans Aircraft,VP-1,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Takeoff,NC,North Carolina,NC
20020917X03967,Accident,1982-07-21,"CONNELLSVILLE, PA",United States,Non-Fatal,Destroyed,Airplane,Thorp,T-18,Yes,1.0,Reciprocating,Instructional,0.0,0.0,2.0,0.0,VMC,Takeoff,PA,Pennsylvania,PA
20020917X03079,Accident,1982-07-21,"NILES, OH",United States,Fatal(1),Destroyed,Helicopter,"Rotorway Aircraft, Inc.",SCORPION TOO,Yes,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,Takeoff,OH,Ohio,OH
