event_id,investigation_type,event_date,location,country,injury_severity,aircraft_damage,aircraft_category,make,model,amateur_built,number_of_engines,engine_type,purpose_of_flight,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,state_code,US_State,Abbreviation
20001212X23517,Accident,1990-06-10,"LUMBERTON, NJ",United States,Fatal(1),Destroyed,Unknown,Mason,HUMMEL BIRD,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Takeoff,NJ,New Jersey,NJ
20001212X23348,Accident,1990-06-14,"BARABOO, WI",United States,Non-Fatal,Destroyed,Unknown,Cirrus Klappmeier,CIRRUS VF-30,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,WI,Wisconsin,WI
20001212X23347,Accident,1990-06-14,"VRIESLAND, MI",United States,Fatal(1),Destroyed,Unknown,Vanek,300,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,MI,Michigan,MI
20001212X23437,Accident,1990-06-15,"SELMA, CA",United States,Non-Fatal,Substantial,Unknown,Ray Edmistonn,Z-200,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Maneuvering,CA,California,CA
20001212X23436,Accident,1990-06-15,"BAKERSFIELD, CA",United States,Non-Fatal,Substantial,Unknown,Vans Aircraft,RV-3,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,CA,California,CA
20001212X23487,Accident,1990-06-16,"BRAINARD, NE",United States,Fatal(1),Destroyed,Unknown,K. W. Jeffers,VARIEZE,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,NE,Nebraska,NE
20001212X23501,Accident,1990-06-16,"ST. CHARLES, MO",United States,Non-Fatal,Substantial,Unknown,Eugene M. Veras,POLLIWAGON 150,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,MO,Missouri,MO
20001212X23394,Accident,1990-06-17,"ALBUQUERQUE, NM",United States,Non-Fatal,Substantial,Unknown,Buchanan,S1-S,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,NM,New Mexico,NM
20001212X23471,Accident,1990-06-17,"GRAND CANYON, AZ",United States,Non-Fatal,Substantial,Unknown,Cessna,T207A,Yes,1.0,Reciprocating,Unknown,0.0,0.0,0.0,8.0,VMC,Taxi,AZ,Arizona,AZ
20001212X23317,Accident,1990-06-19,"PELL CITY, AL",United States,Fatal(1),Substantial,Unknown,Breezy,MRU,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Approach,AL,Alabama,AL
20001212X23553,Accident,1990-06-22,"ARLINGTON, WA",United States,Non-Fatal,Substantial,Unknown,Robert C. Campbell,QUICKIE,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,WA,Washington,WA
20001212X23439,Accident,1990-06-23,"DAVIS, CA",United States,Non-Fatal,Destroyed,Unknown,Childs,360,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Takeoff,CA,California,CA
20001212X23373,Accident,1990-06-23,"ERIE, ND",United States,Fatal(1),Destroyed,Unknown,Eugene N. Rausch,RV-4,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Takeoff,ND,North Dakota,ND
20001212X23434,Accident,1990-06-25,"REDLANDS, CA",United States,Non-Fatal,Substantial,Unknown,Spark/acroduster,SA/750,Yes,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Takeoff,CA,California,CA
20001212X23433,Accident,1990-06-28,"TORRANCE, CA",United States,Non-Fatal,Substantial,Unknown,Homebuilt,JP-350-1,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,CA,California,CA
20001212X23440,Accident,1990-06-30,"REDDING, CA",United States,Non-Fatal,Substantial,Unknown,Gary Williams,AVID FLYER,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Climb,CA,California,CA
20001212X23614,Accident,1990-07-01,"IRON MOUNTAIN, MI",United States,Fatal(1),Destroyed,Unknown,Oo-culley,OSPREY,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Climb,MI,Michigan,MI
20001212X23611,Accident,1990-07-01,"TROY, MI",United States,Non-Fatal,Substantial,Unknown,Maxair,MU532,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Landing,MI,Michigan,MI
20001212X23821,Accident,1990-07-01,"JACKPOT, NV",United States,Non-Fatal,Substantial,Unknown,Dickey,E-RACER,Yes,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Maneuvering,NV,Nevada,NV
20001212X23696,Accident,1990-07-07,"NEW BRAUNFELS, TX",United States,Fatal(1),Destroyed,Unknown,Mingess-bennett,M30,Yes,1.0,Reciprocating,Unknown,1.0,0.0,0.0,1.0,VMC,Maneuvering,TX,Texas,TX
20001212X23696,Accident,1990-07-07,"NEW BRAUNFELS, TX",United States,Fatal(1),Substantial,Unknown,Cassuit,11M,Yes,1.0,Reciprocating,Unknown,1.0,0.0,0.0,1.0,VMC,Maneuvering,TX,Texas,TX
20001212X23826,Accident,1990-07-09,"TWISP, WA",United States,Non-Fatal,Destroyed,Unknown,Hardesty/hays,QUICKIE Q2,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,WA,Washington,WA
20001212X23739,Accident,1990-07-09,"BIG BEAR, CA",United States,Non-Fatal,Substantial,Unknown,Beech,V35B,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,CA,California,CA
20001212X23829,Accident,1990-07-11,"BOULDER CITY, NV",United States,Fatal(1),Destroyed,Unknown,Larsen Charles Bennett,PHOENIX VENDETTA LS,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Approach,NV,Nevada,NV
20001212X23772,Accident,1990-07-13,"CHEROKEE, IA",United States,Non-Fatal,Substantial,Unknown,Monnett,SONERAI II,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,IA,Iowa,IA
20001212X23716,Accident,1990-07-14,"CORONA, CA",United States,Fatal(2),Destroyed,Unknown,Selstad,VARI-EZE,Yes,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Maneuvering,CA,California,CA
20001212X23568,Accident,1990-07-14,"FAREWELL, AK",United States,Non-Fatal,Substantial,Unknown,Bell,206L-1,Yes,1.0,Turbo Shaft,Unknown,0.0,5.0,0.0,0.0,VMC,Approach,AK,Alaska,AK
20001212X23718,Accident,1990-07-20,"FALL RIVER MILL, CA",United States,Non-Fatal,Substantial,Unknown,E.j. Novotny,STEEN SKYBOLT,Yes,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Takeoff,CA,California,CA
20001212X23691,Accident,1990-07-20,"HEARNE, TX",United States,Non-Fatal,Substantial,Unknown,Huffaher,BENSON,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Maneuvering,TX,Texas,TX
20001212X23719,Accident,1990-07-21,"SAN ANDREAS, CA",United States,Non-Fatal,Destroyed,Unknown,Charles T. Brietigam,RV-4,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Cruise,CA,California,CA
20001212X23692,Accident,1990-07-21,"HEARNE, TX",United States,Fatal(1),Destroyed,Unknown,Bensen,B-8M,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Takeoff,TX,Texas,TX
20001212X23612,Accident,1990-07-21,"PLAINFIELD, IL",United States,Non-Fatal,Substantial,Unknown,Ronald D. Cothern,QUICKIE,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,IL,Illinois,IL
20001212X23668,Accident,1990-07-22,"FOWLER, CO",United States,Fatal(2),Destroyed,Unknown,Olsen,PURSUIT,Yes,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Approach,CO,Colorado,CO
20001212X23610,Accident,1990-07-22,"GRAIN VALLEY, MO",United States,Non-Fatal,Substantial,Unknown,George R. Losey,J6-KARATOO,Yes,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Takeoff,MO,Missouri,MO
20001212X23779,Accident,1990-07-23,"CINCINNATI, OH",United States,Non-Fatal,Destroyed,Unknown,David B. Robertson,VARI-EZE,Yes,1.0,Reciprocating,Personal,0.0,4.0,0.0,0.0,VMC,Takeoff,OH,Ohio,OH
20001212X23720,Accident,1990-07-24,"OROVILLE, CA",United States,Non-Fatal,Substantial,Unknown,Cloutier,SCORPION 133,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Maneuvering,CA,California,CA
20001212X23629,Accident,1990-07-25,"OSHKOSH, WI",United States,Fatal(2),Destroyed,Unknown,"Custom Aerotech, Inc.",WHITE LIGHTNING,Yes,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,VMC,Maneuvering,WI,Wisconsin,WI
20001212X23777,Accident,1990-07-26,"HAMBURG, PA",United States,Fatal(2),Substantial,Unknown,Snyder,MA-5 CHARGER,Yes,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Takeoff,PA,Pennsylvania,PA
20001212X23609,Accident,1990-07-27,"SHENANDOAH, IA",United States,Non-Fatal,Substantial,Unknown,Finn A. Arnold,GLASSAIRE/SH-2,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,IA,Iowa,IA
20001212X23660,Accident,1990-07-29,"TOLEDO, IA",United States,Non-Fatal,Substantial,Unknown,Whittman,W-8,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Takeoff,IA,Iowa,IA
20001212X23659,Accident,1990-07-29,"YUTAN, NE",United States,Non-Fatal,Substantial,Unknown,Forbing,LONGEZE,Yes,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Cruise,NE,Nebraska,NE
20001212X23721,Accident,1990-07-30,"SIERRAVILLE, CA",United States,Non-Fatal,Destroyed,Unknown,Leffler/mcfarlane,LM-1,Yes,0.0,Unknown,Personal,0.0,0.0,1.0,0.0,VMC,Approach,CA,California,CA
20001212X23657,Accident,1990-07-30,"FISK, WI",United States,Non-Fatal,Substantial,Unknown,Bryant Rowland,T-18,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,Descent,WI,Wisconsin,WI
20001212X23616,Accident,1990-07-31,"EAST JORDAN, MI",United States,Fatal(1),Destroyed,Unknown,Pitts,SA-1,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,MI,Michigan,MI
20001212X23622,Accident,1990-07-31,"ROSEMOUNT, MN",United States,Non-Fatal,Substantial,Unknown,Bd 4- Francisco,BD-4,Yes,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Approach,MN,Minnesota,MN
20001212X24132,Accident,1990-08-01,"PINEDALE, WY",United States,Non-Fatal,Substantial,Unknown,Boson,STARDUSTER TOO,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,WY,Wyoming,WY
20001212X23996,Accident,1990-08-03,"BRISTOW, OK",United States,Non-Fatal,Substantial,Unknown,Homebuilt,MIDGET MUSTANG M1,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,OK,Oklahoma,OK
20001212X23921,Accident,1990-08-03,"MOWEAQUA, IL",United States,Non-Fatal,Substantial,Unknown,Hilvety,CWII,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,IL,Illinois,IL
20001212X24095,Accident,1990-08-04,"SOUTHWICK, MA",United States,Non-Fatal,Substantial,Unknown,Rotorway,RW 152,Yes,1.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,Landing,MA,Massachusetts,MA
20001212X23913,Accident,1990-08-05,"LANSING, IL",United States,Non-Fatal,Substantial,Unknown,Bennert,SIDEWINDER,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,IL,Illinois,IL
20001212X23883,Accident,1990-08-05,"CARTERSVILLE, GA",United States,Non-Fatal,Substantial,Unknown,Prosser,MONO FLY,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,GA,Georgia,GA
20001212X24024,Accident,1990-08-06,"PAGE, AZ",United States,Non-Fatal,Destroyed,Unknown,Warkentin,KR-2,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,AZ,Arizona,AZ
20001212X24031,Accident,1990-08-06,"WILLOWS, CA",United States,Non-Fatal,Substantial,Unknown,Don G. Kaye,RV-3,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,CA,California,CA
20001212X24033,Accident,1990-08-07,"CALIF VALLEY, CA",United States,Fatal(1),Destroyed,Unknown,Illi,THUNDER GULL,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,CA,California,CA
20001212X23922,Accident,1990-08-07,"MINONK, IL",United States,Fatal(1),Destroyed,Unknown,Pietenpol,AIR CAMPER,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,IL,Illinois,IL
20001212X23944,Accident,1990-08-07,"GRUNDY CENTER, IA",United States,Non-Fatal,Substantial,Unknown,Naaman Haren,KITFOX 1,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,IA,Iowa,IA
20001212X23941,Accident,1990-08-07,"KINGMAN, KS",United States,Non-Fatal,Substantial,Unknown,Harper,VOLKSPLANE WE-1,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Climb,KS,Kansas,KS
20001212X23915,Accident,1990-08-07,"MILWAUKEE, WI",United States,Non-Fatal,Substantial,Unknown,Christen Industries,EAGLE II,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Approach,WI,Wisconsin,WI
20001212X24140,Accident,1990-08-11,"TUMWATER, WA",United States,Fatal(1),Destroyed,Unknown,Vaden,SA102 CAVALIER,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Takeoff,WA,Washington,WA
20001212X24139,Accident,1990-08-11,"ELLENSBURG, WA",United States,Non-Fatal,Substantial,Unknown,Alfred Stevens,KEN RAND KR-2,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,WA,Washington,WA
20001212X24089,Accident,1990-08-13,"MONTGOMERY, NY",United States,Non-Fatal,Substantial,Unknown,Micalizio,BD-5,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,NY,New York,NY
20001212X24092,Accident,1990-08-15,"YORK SPRINGS, PA",United States,Non-Fatal,Substantial,Unknown,Calvart,HP-18,Yes,0.0,Unknown,Personal,0.0,0.0,1.0,0.0,VMC,Landing,PA,Pennsylvania,PA
20001212X24076,Accident,1990-08-16,"AKRON, AL",United States,Fatal(2),Destroyed,Unknown,Neal,CHRISTEN EAGLE II,Yes,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Maneuvering,AL,Alabama,AL
20001212X24093,Accident,1990-08-17,"BARNEGAT, NJ",United States,Non-Fatal,Destroyed,Unknown,Heinrichs,RAND KR-2,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,NJ,New Jersey,NJ
20001212X23908,Accident,1990-08-17,"MEMPHIS, MO",United States,Non-Fatal,Substantial,Unknown,Fisher Flying Products,CLASSIC BI PLANE,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,MO,Missouri,MO
20001212X24090,Accident,1990-08-18,"HAMILTON, OH",United States,Fatal(1),Substantial,Unknown,Trice,PITTS SPECIAL S-1S,Yes,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,Maneuvering,OH,Ohio,OH
20001212X24023,Accident,1990-08-19,"MARANA, AZ",United States,Fatal(2),Destroyed,Unknown,Christen/walter,CHRISTEN EAGLE II,Yes,1.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,VMC,Maneuvering,AZ,Arizona,AZ
20001212X24025,Accident,1990-08-23,"TUCSON, AZ",United States,Fatal(1),Substantial,Unknown,Stits,SA6B,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Approach,AZ,Arizona,AZ
20001212X23923,Accident,1990-08-25,"DELPHI, IN",United States,Non-Fatal,Substantial,Unknown,Johnson,QUICKIE 299,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,IN,Indiana,IN
20001212X23917,Accident,1990-08-28,"BARABOO, WI",United States,Non-Fatal,Substantial,Unknown,Brose,CIRRUS VK-30,Yes,1.0,Turbo Prop,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,WI,Wisconsin,WI
20001212X23975,Accident,1990-08-30,"TRINIDAD, CO",United States,Non-Fatal,Substantial,Unknown,Trammel,AVID FLYER,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,CO,Colorado,CO
20001212X24022,Accident,1990-08-31,"CHINO, CA",United States,Non-Fatal,Substantial,Unknown,Miles Atwood,1,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,CA,California,CA
20001212X24288,Accident,1990-09-03,"SANGER, CA",United States,Non-Fatal,Substantial,Unknown,Bob Sandlin,BOB'S EXECUTIVE,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Maneuvering,CA,California,CA
20001212X24254,Accident,1990-09-09,"KERENS, TX",United States,Non-Fatal,Destroyed,Unknown,Morris,AVID FLYER,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,TX,Texas,TX
20001212X24262,Accident,1990-09-09,"EDNA, TX",United States,Non-Fatal,Substantial,Unknown,Blaine Laux,PITTS S-1,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,TX,Texas,TX
20001212X24258,Accident,1990-09-09,"TONTITOWN, AR",United States,Non-Fatal,Substantial,Unknown,Eipper,QUICK SILVER MX II,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Takeoff,AR,Arkansas,AR
20001212X24257,Accident,1990-09-13,"WOODSON, AR",United States,Non-Fatal,Destroyed,Unknown,"Rotec Engineering, Inc.",RALLEY III,Yes,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Takeoff,AR,Arkansas,AR
20001212X24209,Accident,1990-09-13,"CHEBOYGAN, MI",United States,Fatal(1),Destroyed,Unknown,Comben,BOWERS FLYBABY IA,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Unknown,MI,Michigan,MI
20001212X24259,Accident,1990-09-15,"CASHION, OK",United States,Non-Fatal,Destroyed,Unknown,Dooley,MUSTANG MII,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,OK,Oklahoma,OK
20001212X24285,Accident,1990-09-17,"POWAY, CA",United States,Fatal(1),Destroyed,Unknown,Parrigin,RV-4,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,CA,California,CA
20001212X24260,Accident,1990-09-17,"EL RENO, OK",United States,Non-Fatal,Destroyed,Unknown,Massegee,REBEL 300,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Maneuvering,OK,Oklahoma,OK
20001212X24387,Accident,1990-09-23,"SHANIKO, OR",United States,Non-Fatal,Substantial,Unknown,Roger A Hansen,KR-2M,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Landing,OR,Oregon,OR
20001212X24282,Accident,1990-09-24,"CLAREMONT, CA",United States,Fatal(2),Substantial,Unknown,Ely,THORP T-18,Yes,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Unknown,CA,California,CA
20001212X24289,Accident,1990-09-27,"KERNVILLE, CA",United States,Non-Fatal,Destroyed,Unknown,Blaise,MIDGET MUSTANG,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Approach,CA,California,CA
20001212X24283,Accident,1990-09-29,"EL MIRAGE, CA",United States,Non-Fatal,Substantial,Unknown,Volksplane,WE-1,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Takeoff,CA,California,CA
20001212X24255,Accident,1990-09-29,"MESQUITE, TX",United States,Non-Fatal,Substantial,Unknown,"Moffitt, William A.",WINDRYDER,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,TX,Texas,TX
20001212X24208,Accident,1990-09-30,"KANKAKEE, IL",United States,Fatal(1),Destroyed,Unknown,Jeff Pierson,PIERSON PUSHER,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Takeoff,IL,Illinois,IL
20001212X24341,Accident,1990-09-30,"REINBECK, NY",United States,Non-Fatal,Substantial,Unknown,Palen,SOPWITH DOLPHIN,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,UNK,Maneuvering,NY,New York,NY
20001212X24498,Accident,1990-10-02,"CLEARWATER, FL",United States,Fatal(1),Destroyed,Unknown,Erik K. Van Der Kaay,MARCO J-5,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Approach,FL,Florida,FL
20001212X24476,Accident,1990-10-04,"DEATH VALLEY, CA",United States,Non-Fatal,Substantial,Unknown,Melton,MMI,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Cruise,CA,California,CA
20001212X24444,Accident,1990-10-07,"DURANGO, CO",United States,Non-Fatal,Substantial,Unknown,Historical Aircraft Corp.,A-001,Yes,1.0,Reciprocating,Business,0.0,1.0,0.0,0.0,VMC,Takeoff,CO,Colorado,CO
20001212X24517,Accident,1990-10-14,"GILBERTSVILLE, PA",United States,Fatal(1),Substantial,Unknown,James Cote,KOLB TWINSTAR MK II,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Takeoff,PA,Pennsylvania,PA
20001212X24472,Accident,1990-10-17,"MARICOPA, AZ",United States,Non-Fatal,Substantial,Unknown,Joseph W. Hillbrand,SONERAI IIL,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Takeoff,AZ,Arizona,AZ
20001212X24406,Accident,1990-10-17,"KNOXVILLE, TN",United States,Non-Fatal,Substantial,Unknown,E Tn Plts Starduster,STARDUSTER II,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Takeoff,TN,Tennessee,TN
20001212X24400,Accident,1990-10-17,"OCALA, FL",United States,Fatal(1),Substantial,Unknown,Pitts Special,S-1,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,FL,Florida,FL
20001212X24473,Accident,1990-10-20,"CAMP VERDE, CA",United States,Non-Fatal,Substantial,Unknown,Joe L. Harr,SE-5A,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,CA,California,CA
20001212X24501,Accident,1990-10-21,"PRATTVILLE, AL",United States,Fatal(1),Destroyed,Unknown,Daniel S. Taylor,SONERAI II LS,Yes,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,Takeoff,AL,Alabama,AL
20001212X24401,Accident,1990-10-21,"HOHENWALD, TN",United States,Fatal(1),Destroyed,Unknown,Olsen-gordon,VERI EZE,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Approach,TN,Tennessee,TN
20001212X24461,Accident,1990-10-21,"LAKE CHARLES, LA",United States,Non-Fatal,Substantial,Unknown,Monnett,SONERIA,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Maneuvering,LA,Louisiana,LA
20001212X24671,Accident,1990-11-03,"CONCORD, NH",United States,Non-Fatal,Destroyed,Unknown,Marier,EARLY BIRD JENNY,Yes,1.0,Reciprocating,Unknown,0.0,1.0,0.0,0.0,VMC,Takeoff,NH,New Hampshire,NH
20001212X24580,Accident,1990-11-03,"DEKALB, IL",United States,Fatal(1),Destroyed,Unknown,Pitts,SPECIAL S1-S,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,IL,Illinois,IL
20001212X24582,Accident,1990-11-04,"NEW LONDON, WI",United States,Non-Fatal,Substantial,Unknown,Dean Bartel,AVID FLYER STOL,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Go-around,WI,Wisconsin,WI
20001212X24599,Accident,1990-11-10,"ALAMOGORDO, NM",United States,Fatal(1),Destroyed,Unknown,Young,2/3 SCALE,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Approach,NM,New Mexico,NM
20001212X24603,Accident,1990-11-11,"BENNETT, CO",United States,Non-Fatal,Substantial,Unknown,Fogarty Pitts,S1SEW,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,CO,Colorado,CO
20001212X24574,Accident,1990-11-12,"KEYSVILLE, VA",United States,Non-Fatal,Substantial,Unknown,Taylor,ROTORWAY EXECUTIVE,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,VA,Virginia,VA
20001212X24672,Accident,1990-11-16,"OXFORD, CT",United States,Non-Fatal,Substantial,Unknown,Craig A. Gordon,TEENIE TWO,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,CT,Connecticut,CT
20001212X24610,Accident,1990-11-17,"SEGUIN, TX",United States,Fatal(1),Destroyed,Unknown,Taylor Titch,MK III,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,TX,Texas,TX
20001212X24621,Accident,1990-11-17,"CARSON CITY, NV",United States,Non-Fatal,Substantial,Unknown,Pitts,S-1E,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,NV,Nevada,NV
20001212X24579,Accident,1990-11-18,"ST. FRANCIS, KS",United States,Fatal(1),Destroyed,Unknown,Robert Bressler,PITTS S-1E,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,KS,Kansas,KS
20001212X24669,Accident,1990-11-21,"KINGSTON, NY",United States,Non-Fatal,Substantial,Unknown,Lowe/law,GLASAIR SH-3,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,NY,New York,NY
20001212X24806,Accident,1990-12-05,"NEW HAVEN, CT",United States,Non-Fatal,Destroyed,Unknown,Cessna,210L,Yes,1.0,Reciprocating,Executive/corporate,0.0,0.0,4.0,0.0,VMC,Landing,CT,Connecticut,CT
20001212X24820,Accident,1990-12-07,"OLYMPIA, WA",United States,Fatal(1),Destroyed,Unknown,Robinson,WENOSO,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,WA,Washington,WA
20001212X24802,Accident,1990-12-26,"CARLISLE, PA",United States,Fatal(1),Substantial,Unknown,Kolb Company,TWIN STAR,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,PA,Pennsylvania,PA
20001212X24779,Accident,1990-12-30,"TUCSON, AZ",United States,Non-Fatal,Substantial,Unknown,Mooney,M20K,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Unknown,AZ,Arizona,AZ
